iter	Logloss
213	0.2012572711
214	0.2011417033
215	0.2010511508
216	0.2009756664
217	0.2008837429
218	0.2005925298
219	0.2004802631
220	0.2000193931
221	0.1998713525
222	0.1997885993
223	0.1994448408
224	0.1993408377
225	0.1991617797
226	0.1990684051
227	0.1989892525
228	0.1988734058
229	0.1987685977
230	0.1987084793
231	0.1985117641
232	0.1983780682
233	0.198311644
234	0.1982571595
235	0.1981760434
236	0.1981226211
237	0.1980215042
238	0.1979057182
239	0.1977198019
240	0.1976526282
241	0.1975909718
242	0.1975498874
243	0.1974705478
244	0.1973547175
245	0.1973008813
246	0.1972274345
247	0.1971601696
248	0.1970399408
249	0.1968387548
250	0.1967625585
251	0.1966231135
252	0.1964809028
253	0.1963145376
254	0.1960777218
255	0.1959802739
256	0.1959549085
257	0.1958817128
258	0.1958071504
259	0.1956893171
260	0.1955860778
261	0.1954322725
262	0.1952947234
263	0.1951409132
264	0.1950746766
265	0.1949124375
266	0.1948247124
267	0.1947070971
268	0.1946301672
269	0.1943303677
270	0.1942366235
271	0.1941855353
272	0.1940974583
273	0.194017376
274	0.1939493577
275	0.1938470405
276	0.1936935195
277	0.1935961567
278	0.1934910665
279	0.1934169382
280	0.1933137659
281	0.19320782
282	0.1930869834
283	0.1929001907
284	0.1927972913
285	0.1926911831
286	0.1925936949
287	0.1925374273
288	0.192390842
289	0.1922780832
290	0.1921984084
291	0.1921215325
292	0.1920284372
293	0.1919751512
294	0.1918681516
295	0.1917612527
296	0.1916452322
297	0.1915763497
298	0.1915029184
299	0.1913645159
300	0.1913227354
301	0.1912352688
302	0.1911046685
303	0.1908940762
304	0.1907583155
305	0.1906727819
306	0.1906062603
307	0.1905424381
308	0.1903897561
309	0.1903248625
310	0.1902094169
311	0.1900807226
312	0.1900048282
313	0.1898403612
314	0.189742462
315	0.1896170547
316	0.1895216064
317	0.1894713932
318	0.1893832446
319	0.1892593039
320	0.1891283358
321	0.1890976951
322	0.189026184
323	0.188864111
324	0.1887812778
325	0.1885933915
326	0.1885102986
327	0.1883377548
328	0.1882397738
329	0.1881343258
330	0.1880152981
331	0.1879257379
332	0.1878417143
333	0.1877548963
334	0.1877179858
335	0.187498305
336	0.1874474073
337	0.1873806963
338	0.1872445776
339	0.1870188488
340	0.1869335564
341	0.1868962715
342	0.1868162602
343	0.1867533274
344	0.1866339877
345	0.1865453479
346	0.1864777576
347	0.1864004611
348	0.1863353764
349	0.1862393604
350	0.1861399335
351	0.1859764018
352	0.1859455632
353	0.1858335612
354	0.1857830056
355	0.1856776147
356	0.1855369675
357	0.1853716883
358	0.1851684845
359	0.1851119466
360	0.1850315203
361	0.1849674569
362	0.1847740124
363	0.1847187193
364	0.184693452
365	0.1844979983
366	0.1843381411
367	0.1842593396
368	0.1841854384
369	0.1841030321
370	0.1840560349
371	0.1839814452
372	0.1839296476
373	0.183886756
374	0.1837956719
375	0.1837647784
376	0.1836844084
377	0.1836076622
378	0.1835702659
379	0.1834397552
380	0.1833179564
381	0.1832275813
382	0.1831162962
383	0.1829599115
384	0.1829078655
385	0.1827882667
386	0.1826405813
387	0.1826062436
388	0.1824345078
389	0.1823704704
390	0.1822978757
391	0.182238357
392	0.1821934843
393	0.1821578817
394	0.1820131312
395	0.1819797778
396	0.1818182508
397	0.1817666196
398	0.1815722434
399	0.1814410029
400	0.1813671225
401	0.1813050154
402	0.1812287736
403	0.1811170569
404	0.1810494147
405	0.1810196941
406	0.18097284
407	0.1808985639
408	0.1807976499
409	0.1807139383
410	0.1806655794
411	0.1805582761
412	0.1804705861
413	0.1803551828
414	0.1803187738
415	0.180280614
416	0.1801535552
417	0.1800622926
418	0.1799411128
419	0.1798224165
420	0.1797812977
421	0.1797078679
422	0.1795798564
423	0.1795210606
424	0.1794613238
425	0.1793116745
426	0.1792562836
427	0.1791714033
428	0.179038128
429	0.1789269122
430	0.1788108892
431	0.1786615407
432	0.1786185835
433	0.1784170412
434	0.1783532116
435	0.1782398838
436	0.1781751522
437	0.1780718848
438	0.1779676874
439	0.1779294627
440	0.1778861897
441	0.1778774379
442	0.1777401756
443	0.1776878497
444	0.1775600036
445	0.1774964473
446	0.1773316688
447	0.177200558
448	0.1770873381
449	0.1769735046
450	0.1768756765
451	0.1768058997
452	0.1767580502
453	0.176673816
454	0.1766288257
455	0.1765589741
456	0.1764799385
457	0.1763930545
458	0.1763053316
459	0.1762011364
460	0.1760915513
461	0.1760357843
462	0.1760188233
463	0.1759461291
464	0.1759084872
465	0.1758324543
466	0.1757666591
467	0.1756705171
468	0.1756350305
469	0.175565803
470	0.1754564727
471	0.1753748717
472	0.175318705
473	0.175252704
474	0.1752306023
475	0.1751605765
476	0.175099514
477	0.175060617
478	0.1749731765
479	0.1748677224
480	0.1747886866
481	0.1747290043
482	0.174618128
483	0.1745690869
484	0.1744865254
485	0.1744420263
486	0.1743297176
487	0.1742495336
488	0.1741622813
489	0.1741211043
490	0.1740948937
491	0.1739793216
492	0.1738943306
493	0.1738236611
494	0.1737704219
495	0.1736656431
496	0.1736356116
497	0.1736034149
498	0.1735358632
499	0.173494992
500	0.1733662308
501	0.1733134582
502	0.1732689867
503	0.1732465571
504	0.1731488087
505	0.1730697423
506	0.1730242493
507	0.1729951418
508	0.1729626227
509	0.1729309778
510	0.1728819114
511	0.172849992
512	0.1727718068
513	0.1727288182
514	0.1726644882
515	0.1725028563
516	0.1723997902
517	0.1723049135
518	0.1721223887
519	0.1720322102
520	0.1719260862
521	0.1718636723
522	0.1718081757
523	0.1717280819
524	0.1716960075
525	0.1716248045
526	0.1715101913
527	0.1714002025
528	0.1713389632
529	0.1712870373
530	0.1711972227
531	0.171118689
532	0.1710544464
533	0.1709773894
534	0.1708986173
535	0.1708590289
536	0.1706613263
537	0.1706151589
538	0.1705936689
539	0.1705635443
540	0.1705029505
541	0.1704180807
542	0.1702751177
543	0.1701848336
544	0.1701544773
545	0.1700891372
546	0.1699557748
547	0.1699347272
548	0.1698862408
549	0.1698119449
550	0.1697054034
551	0.1696474109
552	0.1695964216
553	0.1694657337
554	0.1693890434
555	0.1693625996
556	0.1693154422
557	0.1692383639
558	0.1692278463
559	0.1691906813
560	0.1691378158
561	0.1691030169
562	0.1690316353
563	0.1689971069
564	0.1689424433
565	0.1688819083
566	0.168784694
567	0.168689254
568	0.1685767343
569	0.1685633379
570	0.1685270396
571	0.1684658667
572	0.168418181
573	0.1683857404
574	0.1683555206
575	0.168239808
576	0.1681919488
577	0.1681429825
578	0.1681064309
579	0.1680022023
580	0.1679307752
581	0.1678460899
582	0.1677513762
583	0.1676661146
584	0.1676058521
585	0.1675322758
586	0.1675040815
587	0.1674348397
588	0.1673847859
589	0.1672921335
590	0.1672001124
591	0.1671609137
592	0.1671018716
593	0.1670631035
594	0.1670170602
595	0.1669924711
596	0.1669514978
597	0.1668350055
598	0.1667726918
599	0.1666579134
600	0.1666187632
601	0.1665298695
602	0.1664959529
603	0.1664146144
604	0.1663808947
605	0.1662994473
606	0.166250164
607	0.1662128513
608	0.1661457971
609	0.1660346829
610	0.1660012299
611	0.1659888235
612	0.1659273447
613	0.1659039875
614	0.1658222408
615	0.1657524319
616	0.1657009027
617	0.1656048999
618	0.1655641284
619	0.1654831807
620	0.1654059913
621	0.1653451589
622	0.1653190741
623	0.1652944076
624	0.1652453142
625	0.1651753431
626	0.1651182898
627	0.1650468435
628	0.1649946431
629	0.164941248
630	0.1648859779
631	0.1648140606
632	0.1646909767
633	0.1645945772
634	0.1645481568
635	0.164480021
636	0.1644268194
637	0.1643217219
638	0.1642734056
639	0.1642360061
640	0.164171745
641	0.1640054725
642	0.1638936483
643	0.1638511703
644	0.1637703514
645	0.1636960604
646	0.1636140474
647	0.163530533
648	0.1634737648
649	0.1633737168
650	0.1633046403
651	0.1632683267
652	0.1632283101
653	0.1632117763
654	0.1631341716
655	0.1630674066
656	0.1629792844
657	0.1628877233
658	0.1628177587
659	0.1627314717
660	0.1626496161
661	0.1626188233
662	0.1625739959
663	0.1625094607
664	0.162464107
665	0.162373807
666	0.1623387182
667	0.1622623281
668	0.1622307832
669	0.1621513223
670	0.1621384595
671	0.1621070558
672	0.1620329072
673	0.1619599535
674	0.1619132112
675	0.1618751313
676	0.1618396507
677	0.1618007518
678	0.1617303835
679	0.161636064
680	0.1615791943
681	0.1615187754
682	0.1614937882
683	0.1613870287
684	0.1613230752
685	0.1612604737
686	0.1611645766
687	0.1610901482
688	0.1609486559
689	0.1609123339
690	0.1608431941
691	0.160752606
692	0.160678342
693	0.1606372885
694	0.1605828648
695	0.1605297969
696	0.1604981015
697	0.1604646511
698	0.1604075554
699	0.1603439267
700	0.1603096604
701	0.1602796672
702	0.1601990438
703	0.160170232
704	0.1601307973
705	0.1600698616
706	0.1600098202
707	0.1599520801
708	0.1599225699
709	0.1598465269
710	0.1598229393
711	0.159762182
712	0.1597421614
713	0.159716609
714	0.1596616186
715	0.1596304855
716	0.1595787562
717	0.1595300408
718	0.159463672
719	0.1594241525
720	0.1593422357
721	0.1592624409
722	0.1591838309
723	0.1591297293
724	0.1590611251
725	0.1589586757
726	0.158940694
727	0.1588583632
728	0.1587469411
729	0.1586865128
730	0.1586222995
731	0.1585724649
732	0.158500275
733	0.1584442247
734	0.1583836173
735	0.1583468372
736	0.1582633492
737	0.1581719279
738	0.1581171449
739	0.1580889699
740	0.1580438145
741	0.157985387
742	0.1577048912
743	0.1576591495
744	0.1576309821
745	0.1576021244
746	0.1575591242
747	0.1575182824
748	0.1574826991
749	0.1574252856
750	0.1573143963
751	0.1572721006
752	0.1572001608
753	0.1571455325
754	0.1571033097
755	0.1570655868
756	0.1569851533
757	0.156923753
758	0.1568980434
759	0.156844622
760	0.1567940379
761	0.1567084746
762	0.1566338249
763	0.1565801896
764	0.1565451383
765	0.156498617
766	0.1564220601
767	0.1563279164
768	0.1562696518
769	0.1562438784
770	0.1562365775
771	0.156161705
772	0.1560780218
773	0.1560513205
774	0.1560298546
775	0.1559557865
776	0.1559009381
777	0.1558584431
778	0.1558306635
779	0.1557720302
780	0.1557114588
781	0.1556899717
782	0.1556117294
783	0.1555719007
784	0.1555411507
785	0.1554776419
786	0.1554337707
787	0.1554112216
788	0.1553794569
789	0.1553322112
790	0.1552841999
791	0.1551944961
792	0.1551429761
793	0.155080915
794	0.1549993384
795	0.154973174
796	0.1549464163
797	0.1549344841
798	0.1549002739
799	0.1548611636
800	0.1548024352
801	0.154669164
802	0.1546025687
803	0.1545451648
804	0.1545137293
805	0.1544805026
806	0.1544337689
807	0.1543767823
808	0.1543489635
809	0.1543163679
810	0.1542643742
811	0.154239683
812	0.1541942614
813	0.1541348045
814	0.1540269289
815	0.1539286417
816	0.1538961359
817	0.1538429593
818	0.1538072693
819	0.1537375706
820	0.1536647332
821	0.1535655224
822	0.1535122428
823	0.1534564597
824	0.1533975432
825	0.1533502587
826	0.153295322
827	0.1532294342
828	0.1531913089
829	0.1531812919
830	0.1531329288
831	0.15307174
832	0.1530426463
833	0.1529879393
834	0.1529313068
835	0.1528670519
836	0.1528125317
837	0.1527525659
838	0.152683107
839	0.1526379676
840	0.1525781279
841	0.15252829
842	0.1524776594
843	0.1524286372
844	0.1523824599
845	0.1523406537
846	0.1523250893
847	0.1522967425
848	0.1522581621
849	0.1522083798
850	0.1521234932
851	0.1520581173
852	0.1519646047
853	0.1518758656
854	0.1518075827
855	0.1517659063
856	0.1517291842
857	0.1516866394
858	0.1516483302
859	0.1515892522
860	0.1515594007
861	0.151515411
862	0.1514639473
863	0.1514184061
864	0.1513741819
865	0.1513204186
866	0.1512856924
867	0.1512449712
868	0.1512027618
869	0.151097872
870	0.1510325377
871	0.1509688507
872	0.1509183748
873	0.1508620877
874	0.1508040428
875	0.1507761404
876	0.1507182099
877	0.1506782772
878	0.1506245503
879	0.1505844138
880	0.1505265242
881	0.150467689
882	0.15039733
883	0.1503428964
884	0.1502945119
885	0.1502494196
886	0.1502209386
887	0.1501637629
888	0.1501268639
889	0.1500786104
890	0.1500288562
891	0.1499827922
892	0.1499088438
893	0.149862336
894	0.1498162959
895	0.1497744866
896	0.14973835
897	0.149671076
898	0.1496426959
899	0.1495925535
900	0.1495676531
901	0.1495286681
902	0.1494696143
903	0.1493930038
904	0.1493202782
905	0.1492986598
906	0.1492552331
907	0.1492115705
908	0.1491430251
909	0.1490788894
910	0.1490579775
911	0.1490261698
912	0.1489735467
913	0.1489515814
914	0.1489068306
915	0.1488832889
916	0.1488387737
917	0.1487539188
918	0.1486875959
919	0.148642357
920	0.148623904
921	0.1485729614
922	0.1485281828
923	0.1484747401
924	0.1484036318
925	0.1483215878
926	0.1482532903
927	0.1481874791
928	0.1481581025
929	0.1480976285
930	0.1480570787
931	0.1480127872
932	0.1479746223
933	0.1479276076
934	0.1478623575
935	0.1478371574
936	0.1478071225
937	0.1477147783
938	0.1476603456
939	0.1476147685
940	0.1475972672
941	0.1475297961
942	0.1474792159
943	0.1474366198
944	0.1473895245
945	0.1472753927
946	0.1472119431
947	0.1471777624
948	0.1470912263
949	0.147041119
950	0.1469520227
951	0.1468966945
952	0.1468488927
953	0.146800506
954	0.1467437747
955	0.146719722
956	0.1466416642
957	0.1465979871
958	0.1465457365
959	0.1465121704
960	0.1464632611
961	0.1463954252
962	0.1463576924
963	0.1462551647
964	0.1462192393
965	0.1461597897
966	0.1461048332
967	0.1460412208
968	0.1459833758
969	0.1459048239
970	0.1458554258
971	0.1457693004
972	0.1457319748
973	0.1456459386
974	0.1455651907
975	0.1455003468
976	0.1454585011
977	0.1453933131
978	0.1453668575
979	0.1452961707
980	0.1452649124
981	0.1452293282
982	0.1451470754
983	0.1450886234
984	0.1450236589
985	0.1449720898
986	0.144898857
987	0.1447995302
988	0.1447684963
989	0.144686494
990	0.1446484576
991	0.1446134432
992	0.1445676888
993	0.144535346
994	0.1445057489
995	0.1444564034
996	0.1444069957
997	0.1443435161
998	0.1443326122
999	0.1442758279
